785M	.
685K	./.venv/Lib/site-packages/statsmodels/tsa/stl/tests/results
685K	./.venv/Lib/site-packages/pandas/io/__pycache__
684K	./.venv/Lib/site-packages/statsmodels/tsa/holtwinters
676K	./.venv/Lib/site-packages/numpy/random/_generator.cp312-win_amd64.pyd
672K	./.venv/Lib/site-packages/statsmodels/tsa/statespace/_representation.cp312-win_amd64.pyd
669K	./.venv/Lib/site-packages/statsmodels/sandbox/regression/tests
668K	./.venv/Lib/site-packages/scipy/stats/_stats.cp312-win_amd64.pyd
665K	./.venv/Lib/site-packages/pandas/tests/reshape/merge
663K	./.venv/Lib/site-packages/statsmodels/multivariate
661K	./.venv/Lib/site-packages/sklearn/linear_model/tests/__pycache__
660K	./.venv/Lib/site-packages/scipy/linalg/__pycache__
659K	./.venv/Lib/site-packages/pandas/tests/dtypes
657K	./.venv/Lib/site-packages/scipy/interpolate/tests/__pycache__
652K	./.venv/Lib/site-packages/pandas/core/internals
651K	./.venv/Lib/site-packages/pandas/tests/copy_view
648K	./.venv/Lib/site-packages/scipy/interpolate/dfitpack.cp312-win_amd64.pyd
648K	./.venv/Lib/site-packages/pandas/_libs/lib.cp312-win_amd64.pyd
641K	./.venv/Lib/site-packages/statsmodels/gam/tests/results
637K	./.venv/Lib/site-packages/sklearn/ensemble/tests
633K	./.venv/Lib/site-packages/sklearn/feature_selection
628K	./.venv/Lib/site-packages/pandas/tests/io/pytables
628K	./.venv/Lib/site-packages/numpy/core/tests/__pycache__/test_multiarray.cpython-312.pyc
615K	./.venv/Lib/site-packages/statsmodels/tsa/vector_ar/tests/JMulTi_results
608K	./.venv/Lib/site-packages/pandas.libs/msvcp140-ef6047a69b174ada5cb2eff1d2bc9a62.dll
608K	./.venv/Lib/site-packages/pandas.libs
605K	./.venv/Lib/site-packages/pandas/tests/indexing/__pycache__
605K	./.venv/Lib/site-packages/pandas/core/dtypes
605K	./.venv/Lib/site-packages/numpy/ma/tests/__pycache__
602K	./.venv/Lib/site-packages/pandas/tests/frame/indexing
600K	./.venv/Lib/site-packages/sklearn/utils/sparsefuncs_fast.cp312-win_amd64.pyd
596K	./.venv/Lib/site-packages/scipy/sparse/csgraph/_traversal.cp312-win_amd64.pyd
595K	./.venv/Lib/site-packages/pandas/tests/series/methods
594K	./.venv/Lib/site-packages/numpy/linalg
589K	./.venv/Lib/site-packages/sklearn/__pycache__
588K	./.venv/Lib/site-packages/scipy/sparse/linalg/tests/propack_test_data.npz
588K	./.venv/Lib/site-packages/scipy/sparse/__pycache__
588K	./.venv/Lib/site-packages/scipy/interpolate/__pycache__
587K	./.venv/Lib/site-packages/sklearn/feature_extraction
584K	./.venv/Lib/site-packages/scipy/stats/tests/data/nist_anova/SmLs09.dat
584K	./.venv/Lib/site-packages/scipy/linalg/_fblas.cp312-win_amd64.pyd
583K	./.venv/Lib/site-packages/category_encoders
581K	./.venv/Lib/site-packages/pandas/tests/resample
576K	./.venv/Lib/site-packages/scipy/stats/_sobol_direction_numbers.npz
575K	./.venv/Lib/site-packages/statsmodels/treatment
572K	./.venv/Lib/site-packages/numpy/random/mtrand.cp312-win_amd64.pyd
569K	./.venv/Lib/site-packages/scipy/sparse/linalg/_dsolve
569K	./.venv/Lib/site-packages/pandas/io/formats/__pycache__
568K	./.venv/Lib/site-packages/statsmodels/tsa/statespace/_tools.cp312-win_amd64.pyd
568K	./.venv/Lib/site-packages/scipy/interpolate/_bspl.cp312-win_amd64.pyd
563K	./.venv/Lib/site-packages/statsmodels/stats/libqsturng
560K	./.venv/Lib/site-packages/sklearn/.libs/msvcp140.dll
560K	./.venv/Lib/site-packages/pytz/zoneinfo/America
558K	./.venv/Lib/site-packages/pandas/core/reshape
